date,A000020,A000040,A000050,A000060,A000070,A000080,A000100,A000120,A000140,A000150,A000180,A000210,A000220,A000230,A000240,A000250,A000270,A000300,A000320,A000370,A000390,A000400,A000430,A000440,A000480,A000490,A000500,A000520,A000540,A000590,A000640,A000650,A000660,A000670,A000680,A000700,A000720,A000760,A000810,A000850,A000860,A000880,A000890,A000910,A000950,A000970,A000990,A001000,A001020,A001040,A001060,A001070,A001080,A001120,A001130,A001140,A001200,A001210,A001230,A001250,A001260,A001270,A001290,A001340,A001360,A001380,A001390,A001420,A001430,A001440,A001450,A001460,A001470,A001500,A001510,A001520,A001530,A001540,A001550,A001560,A001570,A001620,A001630,A001680,A001720,A001740,A001750,A001770,A001780,A001790,A001800,A001810,A001820,A001840,A001880,A001940,A002020,A002030,A002070,A002100
2018-01-23,10500,2318,13850,23950,121500,23050.0,40948,134000,9950,90983,2700,87000,13500,13738,19450,32150.0,33800,687,15750,8800,8120,3610,4315,5680,85900,9740,22700,9286,6190,78000,149000,90000,71300,1014000,3030,7550,41000,18750,283500,57000,35400,48050,1005,4080,18700,9900,13600,3150,3564,176806,45087,14200,18250,29800,172500,935,4230,7160,11650,3105,6270,25500,1720,2780,4277,4250,28200,3630,30450,1350,46950,295500,1520,12650,1256,1970,51111,14300.0,12200,5720.0,2920,1200,77800,27550,60900,6310,7810,14951,4465.0,24300,27750,2845,46600,4625,15250,14220,62000,121500,2993,5770
2018-01-24,10500,2322,14200,23850,123000,23450.0,39940,134000,9950,89408,2695,87000,13650,13920,19850,32450.0,33900,690,16000,8890,8390,3770,4430,5740,86300,10450,23050,9439,6230,78000,153000,90400,72400,1037000,3045,7490,40850,18750,284500,57000,35400,46700,1000,4035,18850,9890,13900,3115,3605,175391,44848,13900,18400,30100,173500,959,4195,7350,12100,3095,6310,25250,1720,2840,4172,4170,27450,3690,31100,1345,45850,297000,1540,12600,1246,2010,52174,14050.0,12500,5720.0,2850,1205,78100,27550,61000,6390,7930,15084,4390.0,24350,27900,2890,46700,4635,15250,14100,63800,125000,2993,5760
2018-01-25,10500,2411,14650,23700,117500,23000.0,40123,134000,10100,91771,2790,89400,14000,14057,19900,34150.0,33900,693,16250,8790,8430,3710,4720,5810,86500,10150,23650,9506,6290,78500,151500,90200,75800,1046000,3065,7570,42150,18700,285000,58100,35400,46950,1020,4060,19550,9880,14050,3070,3701,173034,45802,13900,18300,31500,173000,959,4235,7470,12250,3425,6410,25250,1720,2845,4190,4155,26500,3715,31500,1350,45650,308000,1566,12450,1270,2085,54975,15350.0,12900,5730.0,2820,1240,78600,27450,61200,6450,7900,15974,4555.0,24600,28200,2900,47700,4685,16650,14180,63600,126000,2997,5810
2018-01-26,10750,2395,14900,23950,121500,23300.0,40490,136000,10100,90589,2960,81200,14150,14696,19750,36700.0,33500,707,16250,8800,8470,3755,4590,5820,86700,10300,24000,9564,6260,78500,154000,90300,75500,1043000,3110,7660,40800,18750,279500,59000,35950,46950,1030,4090,19900,9860,14100,3105,3756,179163,49142,13850,18500,30700,173500,973,4265,7700,12050,3595,6460,25150,1720,2845,4259,4215,26700,3920,31250,1370,45100,304500,1580,12400,1279,2145,54203,16050.0,12850,5790.0,2860,1260,78600,27900,61200,6540,7880,16286,4550.0,24700,28300,2895,47300,4725,15000,14260,63300,130000,3018,5830
2018-01-29,10550,2557,14450,24800,123000,23500.0,42230,140500,10500,93346,2985,81400,14200,14605,19950,37700.0,33900,712,16450,9200,8290,3740,4740,5830,86500,10150,24900,9851,6460,79500,152000,91500,75300,1058000,3240,7610,43600,18900,283000,58900,36550,48200,1045,4290,20350,9990,14050,3650,3948,180577,49142,13900,18600,31050,173500,975,4370,8330,12600,3950,6480,25650,1720,2915,4209,4135,27200,3860,32250,1440,45400,304000,1638,12550,1317,2310,52174,16400.0,12850,5840.0,2905,1280,79000,27600,61700,6580,8090,16642,4430.0,24700,28200,2930,47400,4820,15050,14140,63600,132500,3022,6070
2018-01-30,10800,2529,14650,24600,145500,23200.0,42872,144500,10250,93346,2940,82400,14100,14879,19750,39800.0,34200,708,16200,9180,8370,3730,4900,5820,86400,10100,25700,9803,6430,79600,149500,91200,73100,1055000,3215,7410,43400,18800,279500,61200,35900,47150,1035,4275,19600,10000,13600,3580,4345,176806,48951,14000,18800,30950,173500,961,4350,8380,12250,4000,6490,25600,1720,2910,4204,4145,27250,3915,31500,1455,45400,303000,1602,12400,1275,2355,51787,16600.0,12300,5820.0,2900,1295,78700,26950,60900,6550,8090,16508,4555.0,24300,27650,2905,47100,4810,15250,14340,62400,133000,3010,6000
2018-01-31,10800,2565,14500,24900,121500,23000.0,42688,145000,10250,93346,3070,81300,13800,14559,19800,39750.0,34650,703,16250,9050,8240,3660,4875,5860,86800,9840,24950,10185,6390,87500,148500,91600,73500,1060000,3195,7580,42900,19150,289000,61700,36000,47050,1020,4440,19900,9930,14800,4235,4167,173505,47520,13950,18950,29950,173500,995,4195,8320,12150,3965,6450,28100,1720,2935,4122,4000,26950,3915,31750,1455,46350,304500,1578,12400,1246,2300,51690,16500.0,12150,5830.0,2980,1290,78200,26750,61300,6500,8080,21447,4445.0,24750,27250,2950,46150,4695,15200,14420,61400,134500,3056,5910
2018-02-01,10450,2525,14450,25300,121500,23050.0,42047,143500,10400,91771,3025,81600,13550,14377,19850,39750.0,34350,713,16500,9130,8340,3675,4730,5890,86800,9800,25200,10233,6600,80100,144500,92400,74400,1072000,3105,7510,44150,19750,292000,61400,36000,47000,1045,4390,20000,9880,15650,4070,4208,173034,45802,13850,19000,30900,173000,996,4240,8300,12600,4100,6480,28900,1720,2950,4058,4025,27800,3920,32400,1455,47200,304500,1624,12550,1256,2310,52367,16600.0,12200,5870.0,2940,1280,76300,26950,62100,6460,8030,19801,4420.0,24850,28300,2985,45850,4705,15550,14380,61100,134000,3039,6000
2018-02-02,10300,2472,14450,25250,117000,22750.0,41681,144500,10250,89801,2910,80700,13000,14422,19900,39250.0,35250,715,16450,8940,8060,3630,4510,5940,86300,9630,24500,13294,6450,80500,145500,91300,72200,1044000,3150,7360,43450,19650,294500,62900,35700,46400,1030,4210,20000,9910,15550,3840,4647,169262,45277,13750,18700,30350,175000,990,4090,8170,12450,4155,6380,28950,1720,2885,3920,3945,26550,3790,30900,1390,46200,302500,1588,12150,1209,2300,51690,16700.0,12100,5900.0,2885,1360,74900,26250,61500,6420,7930,20557,4250.0,24700,28850,2940,43600,5080,15400,14340,59100,130000,3056,5920
2018-02-05,10050,2391,14000,24700,114500,22350.0,39940,142000,10100,87044,2795,78600,13800,14057,20000,35150.0,34950,698,16200,8850,7810,3565,4290,6030,86100,9350,24600,15637,6350,78700,141000,90700,70200,1021000,3145,6990,43450,19050,294000,61400,35050,45500,1015,4150,19600,9750,15600,3600,4195,164076,43846,13550,18550,29250,177000,995,3955,7750,11850,3900,6230,28950,1720,2795,4236,3845,23000,3705,30250,1345,45700,301000,1524,11800,1186,2200,50531,16700.0,11800,5900.0,2795,1265,75100,25300,60600,6320,7800,18822,3985.0,23700,27500,2905,41500,4845,14850,13940,57400,130500,3027,5910
2018-02-06,10000,2395,13900,24250,116500,21900.0,39116,140500,9940,84681,2795,76900,13450,13920,19950,33750.0,34400,695,16200,8610,7870,3455,4340,5820,84800,9270,24650,14011,6340,78600,139500,91200,70200,1008000,3085,6920,43250,18700,289500,61400,35300,44400,996,4100,19300,9680,15100,3415,4798,161718,43226,13200,18400,28850,175500,1080,3895,7750,11800,4110,6120,28700,1720,2730,4465,3660,23050,3650,29850,1360,44350,301000,1520,11650,1171,2180,50628,16350.0,11600,5850.0,2800,1205,73700,25100,60300,6210,7700,18733,4305.0,23800,27100,2840,43300,4610,14550,13820,56700,129000,3048,5870
2018-02-07,10050,2338,14050,23900,115000,21800.0,39757,137500,9960,83106,2855,76000,15350,13920,19300,34350.0,34050,697,16100,8350,7790,3490,4345,6370,84700,8690,24350,12433,6270,77300,136000,90800,71100,1021000,3055,6720,41000,22500,280500,59700,35000,43700,1005,4155,19200,9550,15100,3120,4496,160304,41556,13100,18800,28050,176000,1100,3830,7670,11500,3810,6040,28750,1720,2700,4392,3595,22100,3615,29050,1325,43900,297000,1458,11300,1143,2095,50628,15950.0,11550,5830.0,2750,1205,73000,24950,60100,6140,7730,17843,4250.0,23600,26950,2860,40100,4535,14100,13540,55800,126000,3001,6010
2018-02-08,10250,2391,14200,23700,114500,22050.0,39207,135000,9990,85075,2880,73800,15150,13875,19500,37000.0,33900,701,16250,8440,7850,3495,4395,6150,85000,8750,25150,16163,6260,78200,136500,89900,73900,1031000,3060,6890,40350,19750,279000,58300,35050,43500,1020,4200,19200,9800,15700,3455,4551,156532,42462,13150,18500,27850,176000,1045,3960,7680,11600,3815,6090,28900,1720,2700,4570,3625,23800,3680,29000,1315,42750,297500,1492,11450,1167,2075,50628,16000.0,11900,5880.0,2780,1240,72800,24800,60300,6170,7690,18377,4255.0,23150,26800,2890,42250,4725,14100,13560,56200,122000,3006,6000
2018-02-09,10050,2314,15600,23400,114500,22200.0,38658,130500,9810,89408,2825,73900,15000,13875,20000,36000.0,33050,755,15750,8180,7590,3395,4390,6000,84800,8610,24650,16498,6030,78200,136500,89000,73400,1033000,3115,7020,39100,19450,275000,58000,35150,43650,1025,4050,19600,9610,15350,3510,4510,153231,43512,13150,18400,27600,172000,1040,3850,7500,11550,3710,6200,28500,1720,2700,4754,3550,23900,3595,30000,1285,41400,296000,1454,11050,1134,2200,50338,16000.0,11900,5850.0,2730,1200,71600,25050,59400,6160,7630,18110,4150.0,23100,27050,2885,40500,4680,14100,13180,54900,122000,2981,5900
2018-02-12,10900,2306,15900,24100,113000,21950.0,39482,130000,9810,85863,2910,73000,15350,14285,19500,35200.0,32850,830,15950,8190,7620,3360,4425,5950,84600,8540,24000,15302,5910,78600,138000,88400,74500,1025000,3130,7020,38650,18500,278000,58300,34900,42900,1025,4085,19000,9540,15350,3455,4770,152760,42940,13200,18400,27800,175000,1040,3870,7380,11550,3660,6170,28600,1720,2700,4763,3570,24000,3580,29150,1280,42200,293500,1428,11200,1139,2095,49951,16200.0,11900,5860.0,2700,1215,72800,24600,59700,6040,7600,18822,3990.0,22700,26450,2925,38550,4700,14300,13300,55100,124500,2993,5890
2018-02-13,10450,2277,15750,23750,109500,21850.0,39024,129500,9780,82712,2840,73000,14300,14103,19600,35350.0,32100,815,15750,8120,7580,3455,4590,5750,85200,8430,23700,14824,5990,77800,135500,86000,77700,1022000,3140,7020,38350,18500,277500,56800,35750,41850,1030,4070,19200,9590,15450,3395,4565,151817,42462,13150,18500,27500,175500,1060,3785,7200,11150,3620,6360,28500,1720,2720,4534,3495,23050,3545,28350,1285,41550,293000,1422,11050,1120,2050,50145,16350.0,11900,5870.0,2725,1200,72700,23750,59900,5970,7610,18199,3950.0,22850,26250,2930,37250,4805,14150,13040,55000,124500,3018,5870
2018-02-14,10500,2233,15400,23850,111000,21800.0,39391,129000,9700,82318,2810,73700,13750,13920,19250,39150.0,32600,823,15600,8170,7550,3340,4670,5970,85400,8500,23750,14346,6270,77600,136000,85300,77600,1036000,3155,7190,39300,18900,274500,57700,35750,41750,1020,4020,19100,9840,15600,3265,4702,152288,42844,13150,18500,27500,175500,1055,3795,7360,11200,3640,6390,28300,1720,2720,4451,3490,23300,3525,27650,1285,41450,292500,1450,11150,1115,2020,50434,16250.0,12050,5890.0,2825,1180,73800,23700,60500,5890,7540,18244,3900.0,22950,26050,2940,38600,4835,14250,13080,55300,118000,2993,5890
2018-02-19,10650,2261,15550,23550,114500,21950.0,40215,131000,9570,83500,2800,75500,13850,13875,19700,45500.0,33100,800,15850,8480,7630,3465,4685,5930,85700,8790,23100,14489,6570,77500,137000,86600,76500,1045000,3150,7140,41300,18400,286000,61300,35000,42800,1025,4055,19250,9870,15400,3420,4825,154646,42844,13050,18450,27850,173500,1050,3870,7280,11100,3900,6470,28300,1720,2710,4497,3600,24550,3670,28200,1295,42000,293000,1476,11550,1148,2090,50241,16350.0,12100,5990.0,2795,1220,73900,23900,60500,5990,7610,18244,3985.0,22450,26250,2930,40350,4870,14900,12820,55800,118500,3018,6000
2018-02-20,12050,2261,14650,23500,110500,21700.0,39849,130000,9610,83893,2820,74700,14150,13966,19500,37500.0,32800,782,15550,8400,7580,3390,4655,5730,85000,8870,23250,14489,6570,77600,135500,87800,75500,1044000,3150,7050,41150,17900,280500,59300,35250,42500,1030,4045,18900,9810,15400,3395,4921,153231,43035,13000,18450,27750,174500,1095,3850,7330,10900,3800,6500,28350,2235,2700,4383,3765,24050,4275,28600,1350,41100,292000,1466,11300,1153,2075,50241,16900.0,12050,6030.0,2775,1230,74400,23750,59100,5920,7730,18377,3985.0,22450,26300,2925,39200,5060,14900,12820,56200,116000,3060,5900
2018-02-21,12150,2281,14550,23650,112500,22000.0,39482,133000,9600,83500,2810,74500,14250,14057,20150,38800.0,33850,784,15600,8460,7620,3480,4590,5770,85300,8810,22850,14681,6450,77500,134500,88100,76900,1056000,3185,7050,40050,18200,287500,58100,35000,42800,1025,4040,19000,9800,15950,3415,4784,155589,42892,13050,18150,27850,175000,1125,3920,7360,10850,3835,6460,28350,2505,2765,4259,3950,23950,4240,27900,1365,41750,292000,1600,11600,1157,2055,50724,16950.0,12000,5880.0,2765,1265,74800,24350,57900,5960,7730,18333,3905.0,22800,26750,3010,38850,5010,14650,12840,56000,116000,3027,5940
2018-02-22,12500,2358,14400,23400,112500,22100.0,38841,132000,9580,81530,2800,73400,13550,13966,19850,38200.0,33650,768,15350,8280,7490,3390,4625,5750,85000,8560,23000,15637,6260,76700,135500,87400,75900,1048000,3205,6900,38950,18050,291500,56300,35050,42300,1080,3985,19750,9740,16150,3355,4647,155589,42081,13050,18150,27600,172000,1090,3885,7390,10650,3855,6370,28300,2570,2815,4177,3965,23250,4215,27400,1355,40900,292000,1544,11400,1139,2025,50531,16200.0,11950,5900.0,2760,1250,73600,24400,58100,6030,7710,19044,3900.0,22500,26200,3010,38450,5180,14500,12680,55200,115000,3010,5970
2018-02-23,12500,2310,14550,23750,110500,22150.0,39574,133500,9570,82712,2750,74300,14100,14011,20050,36700.0,34000,774,15400,8500,7460,3415,4800,5850,85200,8580,22750,16402,6250,76600,137000,88200,77300,1035000,3190,6890,40250,17850,293000,56900,35000,43050,1080,3980,19450,9670,16250,3270,4825,158418,42653,12950,18100,27800,172500,1045,3890,7400,10800,3780,6490,28300,2430,2860,4039,3875,23500,4310,27550,1370,42150,291500,1562,11600,1143,2045,50338,16150.0,11900,5890.0,2800,1315,74100,25300,57800,6020,7720,19667,4320.0,22750,26250,3145,38550,5280,14500,13060,56000,117000,3006,5990
2018-02-26,12100,2233,14600,23250,115000,22500.0,39574,136500,9610,81530,2750,75500,13800,13875,19750,35400.0,34200,754,15350,8440,7460,3290,4880,5770,84600,8620,22700,16163,6230,76300,139000,87800,77500,1043000,3185,6930,39900,17850,290000,55900,34800,43600,1070,3985,19550,9670,16050,3195,4647,156532,42796,12850,18100,28000,172000,1060,3900,7400,10750,3770,6520,28450,2260,2850,4058,4445,23300,4305,27550,1335,41800,290500,1514,11450,1129,2050,50434,16300.0,12000,5880.0,2770,1280,75200,25050,59200,6090,7720,19267,4450.0,22550,26200,3200,37800,5310,14600,13400,55600,115000,2997,5940
2018-02-27,12050,2273,14400,23100,116000,22350.0,38933,135000,9530,80349,2735,74600,13600,13692,19900,34700.0,34450,740,15400,8520,7510,3285,4945,5780,84400,8750,22650,15398,6180,76300,136000,87800,78700,1028000,3115,6910,39150,17650,285000,55600,34400,44900,1060,3955,19850,9650,15700,3145,4400,157475,42367,12850,17750,27650,172000,1095,3865,7580,11050,3670,6430,28450,2275,2870,4007,4300,24050,4220,28000,1335,41300,291000,1514,11250,1129,2035,50048,15900.0,11900,5820.0,2750,1260,75000,24850,59200,6010,7700,18822,4235.0,22550,26050,3150,39050,5490,14350,13200,55200,115500,2985,5940
2018-02-28,11400,2277,14050,22850,111500,22000.0,38108,132500,9480,78773,2790,74200,13100,13509,19900,35250.0,34350,725,15500,8700,7460,3335,4980,5820,84100,8710,22500,15781,6060,76300,132500,88600,76800,1009000,3120,6700,38500,18200,289000,54700,34500,44150,1075,3935,20050,9740,15300,3215,4565,157003,40649,12800,17950,27150,171500,1125,3715,7600,10750,3690,6380,28500,2415,2850,3861,4600,22550,4260,28500,1325,41300,289500,1484,11000,1125,2030,50338,15450.0,11900,5780.0,2715,1300,72500,24400,59500,5980,7700,20201,4115.0,23000,25500,3280,36850,5500,14000,13340,55600,115500,2972,5980
2018-03-02,11550,2261,13700,22700,110000,21500.0,38108,131500,9430,77749,2735,72000,13150,13646,19600,36500.0,33500,686,15350,8680,7420,3500,4835,5810,84100,8340,22750,15398,6060,76000,128000,88300,77400,978000,3110,6640,37800,17850,284000,53300,34300,42950,1055,3970,20200,9890,14850,3200,4345,151346,40315,12750,17750,26250,168500,1090,3680,7640,10200,3630,6410,28100,2715,2845,3883,4805,23050,4460,27600,1320,39250,288500,1450,11000,1115,2050,50338,15300.0,11800,5770.0,2660,1220,72100,24350,59800,5880,7690,19489,3995.0,22950,24500,3340,36500,5530,13550,12840,56300,121000,2960,5920
2018-03-05,11250,2277,13450,22650,112500,21000.0,38566,128500,9240,75780,2765,71300,12600,13601,19500,35650.0,33400,697,14850,8420,7390,3415,4725,5800,84400,8310,22950,14346,5970,73300,127500,88400,78300,973000,3110,6480,37450,18100,281500,52200,33900,42450,1060,3890,21300,9870,14600,3200,4236,151817,39361,12450,17550,26000,169000,1075,3515,7430,10100,3455,6590,27150,2635,2755,3774,4385,22450,4250,26300,1325,38450,286500,1446,10800,1096,2015,50241,15000.0,11950,5840.0,2670,1185,72000,24000,59200,5830,7650,20958,3850.0,22600,24550,3250,35100,5300,13400,12780,54800,119000,2943,5820
2018-03-06,11350,2237,13550,22200,110500,21100.0,38291,126000,9300,76646,2795,72400,13000,13692,19450,36000.0,34000,715,14850,8400,7360,3430,4755,5780,84500,8150,23050,18650,5990,74500,126000,88000,82400,981000,3120,6510,38150,18100,278000,52400,33650,42200,1105,3990,21250,9840,14800,3140,4250,152288,39934,12400,17500,26150,169500,1115,3650,7420,10100,3540,6800,27400,2730,2790,3883,3130,23950,4310,26700,1375,38000,286000,1430,11150,1139,2000,50145,15250.0,11900,5830.0,2700,1195,72700,24000,58500,5870,7630,21358,3890.0,22600,25650,3220,39000,5620,13400,13040,53500,117500,2943,5870
2018-03-07,11400,2208,13100,21900,105000,20900.0,37650,124000,9330,75150,2780,70200,12400,13601,19100,38000.0,33100,700,14800,8390,7300,3390,4610,5770,84600,8200,23900,19319,6070,74000,126000,88200,82700,987000,3120,6510,38750,17650,276500,52400,33750,41700,1110,3980,20500,9950,15350,3050,4167,151346,39218,12100,17550,26200,170000,1110,3635,7470,9800,3550,6940,27350,2950,2785,3769,3255,24250,4150,26800,1380,37600,286000,1458,10750,1125,1940,50145,15300.0,12400,5830.0,2580,1200,71500,23850,58200,5890,7630,21403,3780.0,22600,25000,3185,38000,5790,12800,13040,50800,115000,2955,6180
2018-03-08,11500,2277,13300,22000,108000,21100.0,38383,122000,9360,77040,2860,70900,12650,13646,19250,40000.0,33300,707,15050,8360,7250,3390,4500,5700,85300,8200,23100,21902,5960,73600,128000,87900,83500,1000000,3115,6510,40250,17850,279000,52700,33600,41600,1100,3965,20100,10050,15750,3045,4250,153703,39552,12100,17550,26200,170000,1060,3700,7580,10300,3630,6810,27100,3570,2800,3984,3135,25400,4330,27500,1360,37900,286500,1478,10800,1115,2000,50048,15500.0,12900,5810.0,2600,1210,72200,23600,57200,5910,7650,20379,3790.0,22700,25900,3300,39150,5670,12900,12940,51100,115500,2960,6180
2018-03-09,11650,2318,13300,22050,107500,21100.0,39024,128000,9480,79955,2855,74300,12800,13829,19650,40000.0,32900,719,15000,8390,7220,3430,4590,5700,84400,8290,23200,21902,6000,75000,129000,88800,83300,992000,3095,6500,43550,17850,278000,52700,33600,42450,1150,4025,20250,10000,16000,3090,4359,158418,40506,12250,17600,26300,170500,1050,3810,7630,10100,3615,8250,27300,3600,2845,3980,3050,25750,4480,26600,1380,38150,289500,1516,11000,1153,1975,50048,15600.0,14100,5870.0,2575,1245,73300,24350,58900,5910,7670,19712,3850.0,22750,27050,3260,39650,6570,13400,13060,52300,116500,2968,6300
2018-03-12,12150,2350,13600,22050,106500,21300.0,39299,127500,9700,83106,2850,74500,16600,14057,19750,43950.0,32850,736,15100,8630,7300,3570,4710,5830,84100,8500,23500,21854,6340,74200,130000,89200,84900,995000,3130,6580,43650,17800,280500,53000,33250,42450,1150,4000,20050,10200,15850,3255,4332,157003,41079,12500,17750,26850,172000,1060,3880,7740,10250,3625,10700,28100,3610,2890,4076,3090,26050,4355,26750,1430,38950,296500,1750,11250,1162,1990,50241,15700.0,13900,5880.0,2610,1270,73800,24300,59800,5940,7820,19890,3875.0,22750,27750,3155,40400,6750,13450,13000,52600,116500,3018,6200
2018-03-13,12050,2350,13500,21850,105000,21050.0,39574,128000,9630,81924,2840,72600,19450,14103,19250,42250.0,32550,710,15150,8600,7290,3490,4930,5820,84200,8570,23300,21137,6300,74500,129500,90000,90000,991000,3125,6740,41600,17800,276500,53700,33400,41500,1125,4045,20350,10350,15850,3200,4551,154646,41079,12500,17750,26600,172500,1060,3835,7800,10200,3560,10700,27500,3580,2975,4080,3025,26100,4205,26550,1410,38200,293500,1688,11100,1157,1965,50048,15550.0,13950,5880.0,2620,1270,73100,24100,59300,5960,7810,19756,3850.0,22550,27450,3175,40550,6700,13400,13020,53900,116000,3006,6180
2018-03-14,12250,2488,13600,21750,103000,21200.0,39482,129000,9700,82318,2850,72000,19450,14148,19300,43250.0,32800,725,15000,8590,7260,3440,4955,5880,84400,8500,23100,20037,6590,74500,128500,90500,90700,973000,3165,6740,40300,17950,278000,52500,34000,41000,1125,4050,20050,10350,15500,3170,4441,153703,41365,12500,17750,26600,172500,1060,3795,7820,10050,3480,10800,27850,3450,3190,4048,2920,26450,4260,27150,1410,38950,294000,1620,11000,1153,1925,49565,15550.0,13250,5870.0,2560,1240,73300,24250,58900,5910,7810,19578,3765.0,22850,27300,3195,42000,6690,13300,13040,52500,116500,3027,6150
2018-03-15,12800,2505,13850,21750,105500,21100.0,39757,130500,9700,80349,2855,73000,18550,14468,18750,43400.0,32350,727,15000,8650,7310,3450,4855,5860,84100,8400,22900,19702,6480,74500,129000,90900,89600,975000,3165,7100,40600,18450,277500,52300,34000,41100,1120,4055,20050,10350,15450,3245,4441,155589,41699,12500,17650,27100,173500,1060,3775,7870,10100,3510,10150,27500,3420,3240,4039,3000,26150,4260,26700,1420,38750,297000,1634,10800,1148,1910,49661,15650.0,13250,5890.0,2520,1220,74500,24350,59200,5950,7730,19445,3670.0,22350,28000,3150,43900,6300,13200,13180,52800,116500,3022,6110
2018-03-16,12500,2496,13800,21700,105500,21100.0,39116,130500,9760,81530,2865,73200,18400,14240,18750,43700.0,32550,748,15250,8480,7270,3400,4830,5770,84000,8320,22750,19989,6480,75000,128000,91200,89800,968000,3150,7160,40800,18650,280000,51900,33350,41350,1120,4065,20750,10150,16700,3225,4332,156532,41270,12550,17700,27050,173000,1065,3790,7940,10000,3550,10950,27250,3355,3270,4053,3055,25000,4320,26800,1390,39050,295500,1632,10750,1148,1880,49758,15650.0,14000,5870.0,2505,1235,72700,24200,59900,5980,7720,19489,3635.0,22650,27950,3205,43800,6430,13300,13400,52500,118000,2985,6140
2018-03-19,12100,2338,13650,21400,103000,21100.0,38933,136000,9770,84287,2830,73200,17850,14103,18850,40800.0,31400,732,15200,8490,7250,3475,4820,5840,83700,8410,23400,19798,6520,75200,128500,90800,89900,964000,3120,7250,40950,20200,280500,52600,33150,41250,1105,4030,20550,10500,16700,3170,4222,154646,39934,12550,17800,27200,173000,1055,3700,7910,10500,3485,14200,27450,3150,3360,3911,2955,25000,4010,26900,1425,39150,299000,1622,10700,1125,1860,49661,15500.0,14350,5860.0,2500,1215,73000,24050,59400,5880,7710,18822,3740.0,22500,28100,3225,44700,6740,13150,13460,52200,116000,2989,6200
2018-03-20,12300,2371,14250,21450,103000,22000.0,40581,137500,9830,83893,2825,74100,17900,14148,18750,40800.0,31950,736,15000,8490,7220,3415,4805,5830,83600,8510,23700,20371,6480,75400,129500,90600,89600,962000,3135,7260,41800,19150,281500,52700,32750,40450,1110,4000,20500,10250,16650,3170,4181,153703,40983,12650,17650,27050,173000,1075,3720,7880,10200,3545,14650,27200,3090,3365,3998,2970,25450,4020,27200,1425,38850,299500,1570,10700,1129,1900,49468,15550.0,14500,5900.0,2500,1215,72700,24050,59000,5840,7740,19400,3785.0,22450,28050,3265,45050,6760,13200,13440,52100,118500,3001,6240
2018-03-21,12350,2419,14050,21650,101500,22350.0,40673,137000,9840,82712,2780,73900,18350,14011,18750,39900.0,31800,752,15000,8450,7190,3365,4910,5760,83700,8310,23750,20802,6330,75400,134000,90700,88400,971000,3110,7150,41000,19200,282000,52100,32350,39300,1080,4025,20150,10000,16400,3170,4126,153231,41842,12700,17650,27000,170000,1095,3630,7880,10300,3525,15550,27100,3130,3190,4117,3015,26100,3875,27200,1395,38500,299000,1620,10650,1120,1880,49468,16750.0,14350,5900.0,2590,1205,74000,24050,58900,5850,7700,19044,3700.0,22650,28300,3185,45300,6610,12800,13420,51700,119000,3018,6210
2018-03-22,12250,2415,13950,22000,100500,22000.0,40032,134500,9840,85863,2755,72700,18050,13875,18650,39350.0,31900,740,15000,8530,7130,3375,4805,5760,84000,8000,24100,20419,6270,75400,133000,91200,88600,964000,3135,7070,40350,18500,282000,52300,32450,39700,1065,4040,19950,10000,16400,3110,3920,152760,41031,12650,17700,27100,171000,1050,3700,7780,10300,3685,20000,27150,2845,3230,4145,2950,26300,3910,26500,1390,40800,296000,1600,10750,1134,1865,49565,16550.0,13750,5850.0,2560,1225,74200,24300,58800,5910,7690,18822,3665.0,22550,28150,3175,47400,6520,12500,13320,50900,117500,3001,6240
2018-03-23,11550,2358,13450,21100,96300,21350.0,38383,130000,9700,82712,2670,70800,16650,13509,18500,36850.0,31300,713,14650,8290,6900,3160,4450,5780,82900,7540,23500,26540,6280,74500,129000,90200,83100,927000,3120,7480,38500,18400,277000,51100,31600,38500,1030,3925,19800,9630,15250,3000,3838,148517,39361,12250,17650,26300,167000,1055,3440,7640,9880,3505,19150,26600,2790,3005,3911,2930,25150,3910,25550,1330,38600,288000,1616,10250,1087,1820,49468,15600.0,13800,5900.0,2535,1195,71300,23750,58500,5730,7560,19489,3510.0,22200,27050,3090,44900,7230,12050,12840,48900,114000,2989,6100
2018-03-26,11600,2383,13600,21300,96900,22250.0,39482,132000,9750,83106,2705,71500,16900,13509,18250,38450.0,31450,706,14800,8410,6850,3180,4440,5770,83300,7570,23400,25393,6330,75300,131000,90900,84000,917000,3095,7670,39900,18450,276500,53100,32200,38500,1040,3965,19800,9760,15300,2985,3866,147574,40029,12300,17750,27050,168500,1055,3485,7590,10100,3565,19550,26950,2890,3175,4044,2820,24200,3875,26800,1335,38900,288000,1546,10450,1101,1820,48695,16200.0,14400,5860.0,2500,1145,71300,23800,58300,5710,7600,19534,3590.0,22300,26700,3115,45400,7050,12450,12960,48500,113500,3014,6080
